stature,weightkg,SizeShirt
174.0,81.0,L
171.0,71.0,M
158.0,62.0,S
189.0,84.0,XXL
177.0,60.0,S
173.0,67.0,S
173.0,80.0,M
170.0,102.0,XXL
176.0,61.0,S
173.0,80.0,M
175.0,70.0,M
182.0,85.0,L
160.0,81.0,L
174.0,88.0,L
190.0,126.0,XXXL
168.0,63.0,S
179.0,62.0,M
182.0,107.0,XXL
180.0,116.0,XXL
175.0,92.0,L
168.0,74.0,M
184.0,86.0,L
163.0,72.0,M
166.0,78.0,M
180.0,83.0,L
175.0,72.0,M
171.0,86.0,L
174.0,100.0,XL
164.0,73.0,M
175.0,94.0,L
185.0,72.0,XL
170.0,88.0,L
185.0,83.0,XL
168.0,106.0,XXL
174.0,90.0,L
181.0,72.0,L
164.0,65.0,S
187.0,99.0,XL
176.0,73.0,M
178.0,77.0,M
172.0,62.0,S
166.0,76.0,M
159.0,69.0,M
171.0,86.0,L
169.0,90.0,L
174.0,85.0,L
176.0,78.0,M
174.0,99.0,XL
173.0,93.0,L
176.0,102.0,XXL
175.0,82.0,L
174.0,93.0,L
180.0,126.0,XXXL
176.0,77.0,M
183.0,90.0,L
174.0,115.0,XXL
176.0,92.0,L
171.0,82.0,L
171.0,79.0,M
167.0,109.0,XXL
171.0,100.0,XL
182.0,87.0,L
175.0,89.0,L
178.0,105.0,XXL
175.0,84.0,L
165.0,74.0,M
179.0,82.0,L
172.0,111.0,XXL
177.0,128.0,XXXL
188.0,105.0,XXL
171.0,69.0,M
163.0,66.0,S
176.0,130.0,XXXL
177.0,95.0,L
182.0,78.0,L
181.0,86.0,L
188.0,92.0,XL
170.0,85.0,L
175.0,83.0,L
172.0,64.0,S
171.0,85.0,L
174.0,74.0,M
173.0,88.0,L
177.0,105.0,XXL
166.0,73.0,M
174.0,69.0,M
177.0,113.0,XXL
162.0,58.0,S
165.0,72.0,M
174.0,100.0,XL
185.0,81.0,XL
176.0,92.0,L
183.0,90.0,L
169.0,81.0,L
177.0,91.0,L
174.0,91.0,L
172.0,95.0,L
162.0,67.0,S
167.0,75.0,M
165.0,81.0,L
189.0,77.0,XXL
173.0,77.0,M
168.0,71.0,M
175.0,84.0,L
174.0,94.0,L
164.0,67.0,S
174.0,89.0,L
179.0,90.0,L
188.0,135.0,XXXL
183.0,102.0,XXL
166.0,64.0,S
183.0,83.0,L
184.0,88.0,L
175.0,85.0,L
186.0,87.0,XL
181.0,103.0,XXL
177.0,90.0,L
181.0,69.0,L
179.0,77.0,M
182.0,77.0,L
180.0,86.0,L
187.0,100.0,XL
164.0,62.0,S
176.0,69.0,M
173.0,66.0,S
179.0,112.0,XXL
175.0,79.0,M
174.0,73.0,M
177.0,75.0,M
172.0,71.0,M
169.0,91.0,L
174.0,93.0,L
172.0,76.0,M
177.0,77.0,M
172.0,79.0,M
165.0,78.0,M
165.0,76.0,M
169.0,75.0,M
176.0,98.0,XL
171.0,85.0,L
176.0,86.0,L
174.0,101.0,XXL
174.0,124.0,XXXL
180.0,101.0,XXL
178.0,113.0,XXL
170.0,89.0,L
195.0,117.0,XXL
182.0,126.0,XXXL
181.0,105.0,XXL
176.0,72.0,M
161.0,66.0,S
161.0,74.0,M
165.0,71.0,M
179.0,83.0,L
173.0,70.0,M
169.0,90.0,L
177.0,75.0,M
179.0,93.0,L
183.0,111.0,XXL
186.0,89.0,XL
166.0,69.0,M
180.0,93.0,L
177.0,68.0,S
174.0,94.0,L
185.0,89.0,XL
165.0,76.0,M
163.0,79.0,M
177.0,109.0,XXL
176.0,97.0,XL
175.0,89.0,L
178.0,76.0,M
174.0,75.0,M
162.0,71.0,M
171.0,82.0,L
165.0,95.0,L
178.0,86.0,L
175.0,76.0,M
176.0,77.0,M
179.0,94.0,L
172.0,70.0,M
182.0,92.0,L
180.0,109.0,XXL
174.0,66.0,S
177.0,110.0,XXL
170.0,89.0,L
162.0,65.0,S
171.0,63.0,S
173.0,77.0,M
180.0,95.0,L
180.0,69.0,M
182.0,94.0,L
175.0,64.0,S
184.0,101.0,XXL
184.0,76.0,L
185.0,90.0,XL
160.0,68.0,S
168.0,60.0,S
165.0,70.0,M
173.0,59.0,S
171.0,70.0,M
168.0,70.0,M
172.0,89.0,L
166.0,80.0,M
176.0,92.0,L
169.0,97.0,XL
179.0,86.0,L
173.0,77.0,M
160.0,76.0,M
183.0,84.0,L
179.0,87.0,L
170.0,90.0,L
184.0,84.0,L
179.0,101.0,XXL
164.0,82.0,L
174.0,84.0,L
179.0,95.0,L
197.0,120.0,XXXL
171.0,78.0,M
169.0,63.0,S
160.0,85.0,L
185.0,130.0,XXXL
161.0,69.0,M
172.0,99.0,XL
172.0,113.0,XXL
176.0,81.0,L
166.0,58.0,S
177.0,100.0,XL
170.0,72.0,M
169.0,77.0,M
172.0,79.0,M
177.0,104.0,XXL
168.0,86.0,L
175.0,94.0,L
174.0,85.0,L
168.0,82.0,L
172.0,87.0,L
184.0,72.0,L
175.0,99.0,XL
176.0,76.0,M
178.0,120.0,XXL
163.0,69.0,M
169.0,89.0,L
175.0,90.0,L
170.0,67.0,S
171.0,81.0,L
175.0,75.0,M
183.0,86.0,L
182.0,97.0,XL
176.0,85.0,L
165.0,80.0,M
176.0,74.0,M
172.0,81.0,L
173.0,69.0,M
164.0,64.0,S
174.0,73.0,M
167.0,73.0,M
169.0,77.0,M
177.0,86.0,L
174.0,101.0,XXL
169.0,80.0,M
178.0,84.0,L
182.0,80.0,L
181.0,120.0,XXL
192.0,96.0,XXL
180.0,67.0,M
173.0,88.0,L
171.0,78.0,M
172.0,61.0,S
170.0,75.0,M
177.0,65.0,S
189.0,68.0,XXL
182.0,86.0,L
177.0,74.0,M
176.0,77.0,M
180.0,72.0,M
173.0,64.0,S
181.0,84.0,L
182.0,73.0,L
176.0,95.0,L
174.0,121.0,XXXL
180.0,84.0,L
183.0,89.0,L
181.0,115.0,XXL
173.0,85.0,L
171.0,67.0,S
166.0,89.0,L
167.0,97.0,XL
176.0,82.0,L
176.0,83.0,L
175.0,86.0,L
173.0,76.0,M
161.0,80.0,M
176.0,68.0,S
164.0,69.0,M
166.0,79.0,M
186.0,99.0,XL
168.0,86.0,L
186.0,80.0,XL
172.0,98.0,XL
170.0,86.0,L
172.0,76.0,M
185.0,71.0,XL
165.0,72.0,M
182.0,126.0,XXXL
170.0,81.0,L
172.0,87.0,L
172.0,80.0,M
183.0,112.0,XXL
178.0,72.0,M
163.0,77.0,M
168.0,63.0,S
172.0,81.0,L
175.0,101.0,XXL
163.0,93.0,L
168.0,95.0,L
181.0,107.0,XXL
177.0,82.0,L
179.0,81.0,L
181.0,104.0,XXL
176.0,90.0,L
166.0,92.0,L
168.0,77.0,M
171.0,76.0,M
178.0,70.0,M
175.0,87.0,L
167.0,72.0,M
164.0,71.0,M
183.0,71.0,L
173.0,75.0,M
168.0,81.0,L
182.0,108.0,XXL
171.0,93.0,L
170.0,83.0,L
178.0,119.0,XXL
179.0,100.0,XL
180.0,99.0,XL
172.0,92.0,L
166.0,91.0,L
168.0,78.0,M
176.0,78.0,M
162.0,66.0,S
168.0,64.0,S
175.0,91.0,L
185.0,85.0,XL
162.0,64.0,S
172.0,77.0,M
177.0,114.0,XXL
178.0,59.0,M
166.0,55.0,S
171.0,85.0,L
181.0,114.0,XXL
187.0,107.0,XXL
165.0,81.0,L
175.0,83.0,L
171.0,87.0,L
184.0,73.0,L
186.0,73.0,XL
196.0,87.0,XXL
178.0,123.0,XXXL
168.0,68.0,S
170.0,91.0,L
173.0,78.0,M
178.0,78.0,M
164.0,69.0,M
169.0,63.0,S
167.0,80.0,M
181.0,74.0,L
171.0,72.0,M
180.0,84.0,L
174.0,75.0,M
179.0,76.0,M
168.0,117.0,XXL
185.0,83.0,XL
181.0,64.0,L
176.0,79.0,M
169.0,91.0,L
175.0,74.0,M
179.0,81.0,L
176.0,118.0,XXL
167.0,69.0,M
181.0,107.0,XXL
172.0,109.0,XXL
176.0,92.0,L
189.0,102.0,XXL
186.0,119.0,XXL
188.0,88.0,XL
174.0,63.0,S
179.0,84.0,L
177.0,99.0,XL
178.0,67.0,M
174.0,104.0,XXL
197.0,92.0,XXXL
174.0,82.0,L
179.0,89.0,L
163.0,85.0,L
173.0,60.0,S
166.0,120.0,XXL
178.0,81.0,L
174.0,78.0,M
174.0,90.0,L
166.0,81.0,L
178.0,87.0,L
175.0,84.0,L
169.0,86.0,L
179.0,110.0,XXL
173.0,97.0,XL
183.0,103.0,XXL
174.0,77.0,M
175.0,71.0,M
177.0,88.0,L
180.0,59.0,M
162.0,60.0,S
174.0,79.0,M
180.0,78.0,M
178.0,102.0,XXL
175.0,95.0,L
165.0,62.0,S
184.0,76.0,L
178.0,68.0,M
177.0,92.0,L
166.0,67.0,S
169.0,71.0,M
160.0,78.0,M
188.0,73.0,XL
169.0,73.0,M
181.0,72.0,L
178.0,85.0,L
179.0,70.0,M
182.0,76.0,L
167.0,71.0,M
171.0,96.0,XL
177.0,88.0,L
179.0,76.0,M
172.0,97.0,XL
178.0,84.0,L
168.0,73.0,M
174.0,80.0,M
170.0,70.0,M
177.0,88.0,L
168.0,71.0,M
184.0,101.0,XXL
164.0,77.0,M
176.0,108.0,XXL
180.0,96.0,XL
173.0,86.0,L
180.0,73.0,M
172.0,74.0,M
177.0,93.0,L
179.0,76.0,M
170.0,80.0,M
169.0,79.0,M
180.0,104.0,XXL
166.0,78.0,M
177.0,79.0,M
163.0,77.0,M
182.0,76.0,L
172.0,80.0,M
164.0,69.0,M
157.0,69.0,M
165.0,72.0,M
174.0,59.0,S
176.0,87.0,L
194.0,101.0,XXL
176.0,87.0,L
172.0,77.0,M
182.0,114.0,XXL
175.0,88.0,L
178.0,103.0,XXL
167.0,98.0,XL
178.0,99.0,XL
179.0,88.0,L
172.0,78.0,M
179.0,75.0,M
167.0,75.0,M
175.0,93.0,L
174.0,82.0,L
169.0,78.0,M
179.0,87.0,L
169.0,79.0,M
167.0,63.0,S
173.0,82.0,L
181.0,72.0,L
170.0,96.0,XL
174.0,97.0,XL
180.0,81.0,L
171.0,94.0,L
173.0,77.0,M
169.0,68.0,S
169.0,79.0,M
182.0,71.0,L
174.0,84.0,L
175.0,64.0,S
182.0,94.0,L
170.0,66.0,S
172.0,82.0,L
185.0,76.0,XL
165.0,81.0,L
170.0,83.0,L
179.0,76.0,M
170.0,69.0,M
167.0,69.0,M
173.0,95.0,L
173.0,83.0,L
170.0,93.0,L
168.0,90.0,L
180.0,64.0,M
172.0,78.0,M
172.0,111.0,XXL
178.0,83.0,L
161.0,66.0,S
172.0,78.0,M
182.0,82.0,L
165.0,92.0,L
180.0,74.0,M
178.0,71.0,M
177.0,83.0,L
167.0,72.0,M
164.0,64.0,S
185.0,76.0,XL
171.0,74.0,M
178.0,63.0,M
173.0,77.0,M
162.0,53.0,XS
167.0,77.0,M
167.0,84.0,L
169.0,96.0,XL
162.0,76.0,M
176.0,80.0,M
168.0,104.0,XXL
170.0,66.0,S
181.0,86.0,L
183.0,100.0,XL
166.0,75.0,M
180.0,88.0,L
179.0,90.0,L
167.0,73.0,M
183.0,93.0,L
172.0,76.0,M
175.0,88.0,L
181.0,78.0,L
183.0,96.0,XL
169.0,65.0,S
174.0,71.0,M
187.0,86.0,XL
187.0,85.0,XL
173.0,81.0,L
185.0,100.0,XL
166.0,78.0,M
185.0,75.0,XL
168.0,56.0,S
179.0,108.0,XXL
177.0,93.0,L
182.0,101.0,XXL
173.0,75.0,M
167.0,73.0,M
171.0,75.0,M
170.0,79.0,M
177.0,74.0,M
170.0,86.0,L
183.0,79.0,L
175.0,75.0,M
179.0,90.0,L
168.0,67.0,S
168.0,90.0,L
175.0,114.0,XXL
168.0,78.0,M
175.0,75.0,M
171.0,95.0,L
174.0,97.0,XL
195.0,106.0,XXL
180.0,83.0,L
177.0,69.0,M
177.0,66.0,S
176.0,78.0,M
165.0,72.0,M
158.0,73.0,M
168.0,62.0,S
181.0,89.0,L
183.0,93.0,L
172.0,87.0,L
167.0,78.0,M
173.0,79.0,M
181.0,65.0,L
183.0,90.0,L
176.0,76.0,M
179.0,79.0,M
182.0,77.0,L
171.0,69.0,M
174.0,76.0,M
176.0,76.0,M
176.0,79.0,M
164.0,63.0,S
171.0,90.0,L
175.0,72.0,M
163.0,64.0,S
170.0,74.0,M
182.0,112.0,XXL
176.0,77.0,M
180.0,76.0,M
177.0,96.0,XL
179.0,91.0,L
175.0,84.0,L
167.0,75.0,M
181.0,80.0,L
174.0,92.0,L
173.0,74.0,M
174.0,82.0,L
177.0,82.0,L
173.0,73.0,M
174.0,76.0,M
167.0,75.0,M
161.0,74.0,M
172.0,79.0,M
170.0,79.0,M
163.0,81.0,L
171.0,86.0,L
182.0,68.0,L
173.0,87.0,L
183.0,86.0,L
163.0,70.0,M
185.0,87.0,XL
184.0,120.0,XXL
172.0,76.0,M
171.0,68.0,S
175.0,65.0,S
171.0,86.0,L
171.0,62.0,S
171.0,65.0,S
171.0,83.0,L
169.0,56.0,S
176.0,84.0,L
190.0,93.0,XXL
171.0,76.0,M
180.0,82.0,L
183.0,88.0,L
180.0,94.0,L
168.0,81.0,L
179.0,82.0,L
180.0,89.0,L
178.0,64.0,M
183.0,93.0,L
174.0,114.0,XXL
174.0,89.0,L
178.0,74.0,M
172.0,99.0,XL
174.0,68.0,S
180.0,74.0,M
178.0,80.0,M
182.0,95.0,L
183.0,112.0,XXL
180.0,91.0,L
181.0,111.0,XXL
161.0,60.0,S
165.0,63.0,S
177.0,81.0,L
173.0,86.0,L
183.0,120.0,XXL
170.0,90.0,L
167.0,81.0,L
174.0,75.0,M
180.0,86.0,L
183.0,89.0,L
177.0,69.0,M
169.0,86.0,L
177.0,106.0,XXL
170.0,89.0,L
173.0,79.0,M
165.0,83.0,L
179.0,81.0,L
179.0,97.0,XL
187.0,73.0,XL
158.0,58.0,S
175.0,70.0,M
179.0,71.0,M
172.0,76.0,M
186.0,70.0,XL
166.0,71.0,M
180.0,84.0,L
183.0,79.0,L
169.0,69.0,M
177.0,74.0,M
169.0,61.0,S
171.0,63.0,S
165.0,67.0,S
171.0,76.0,M
171.0,81.0,L
171.0,77.0,M
175.0,86.0,L
166.0,56.0,S
172.0,93.0,L
166.0,64.0,S
167.0,77.0,M
186.0,75.0,XL
168.0,71.0,M
155.0,63.0,S
179.0,88.0,L
168.0,69.0,M
168.0,72.0,M
181.0,76.0,L
179.0,109.0,XXL
180.0,71.0,M
176.0,90.0,L
173.0,77.0,M
168.0,68.0,S
167.0,56.0,S
178.0,78.0,M
169.0,70.0,M
183.0,95.0,L
169.0,61.0,S
181.0,75.0,L
166.0,73.0,M
168.0,78.0,M
186.0,91.0,XL
163.0,66.0,S
171.0,69.0,M
180.0,100.0,XL
162.0,70.0,M
174.0,77.0,M
180.0,81.0,L
167.0,88.0,L
176.0,82.0,L
187.0,76.0,XL
173.0,94.0,L
175.0,79.0,M
183.0,91.0,L
180.0,82.0,L
172.0,76.0,M
178.0,82.0,L
177.0,70.0,M
169.0,60.0,S
172.0,69.0,M
184.0,77.0,L
179.0,88.0,L
177.0,79.0,M
182.0,84.0,L
168.0,70.0,M
172.0,88.0,L
178.0,109.0,XXL
178.0,75.0,M
181.0,82.0,L
178.0,89.0,L
174.0,77.0,M
183.0,71.0,L
165.0,68.0,S
181.0,88.0,L
174.0,73.0,M
174.0,79.0,M
179.0,81.0,L
174.0,81.0,L
180.0,83.0,L
169.0,72.0,M
179.0,67.0,M
170.0,66.0,S
174.0,74.0,M
167.0,60.0,S
173.0,82.0,L
178.0,74.0,M
185.0,107.0,XXL
183.0,86.0,L
190.0,93.0,XXL
174.0,72.0,M
173.0,67.0,S
174.0,86.0,L
180.0,72.0,M
171.0,77.0,M
149.0,47.0,XS
176.0,76.0,M
176.0,89.0,L
177.0,70.0,M
176.0,75.0,M
174.0,84.0,L
176.0,62.0,S
165.0,63.0,S
185.0,89.0,XL
176.0,67.0,S
179.0,72.0,M
165.0,68.0,S
176.0,73.0,M
178.0,76.0,M
176.0,81.0,L
170.0,82.0,L
171.0,68.0,S
177.0,88.0,L
168.0,79.0,M
178.0,85.0,L
168.0,66.0,S
180.0,72.0,M
165.0,69.0,M
167.0,88.0,L
160.0,70.0,M
167.0,66.0,S
176.0,78.0,M
186.0,97.0,XL
180.0,83.0,L
174.0,81.0,L
171.0,81.0,L
174.0,68.0,S
174.0,85.0,L
177.0,72.0,M
185.0,93.0,XL
185.0,72.0,XL
191.0,111.0,XXL
184.0,113.0,XXL
175.0,78.0,M
176.0,67.0,S
180.0,94.0,L
181.0,90.0,L
164.0,60.0,S
176.0,82.0,L
177.0,88.0,L
177.0,78.0,M
171.0,71.0,M
179.0,77.0,M
186.0,80.0,XL
169.0,77.0,M
179.0,93.0,L
183.0,96.0,XL
172.0,81.0,L
181.0,94.0,L
178.0,83.0,L
174.0,82.0,L
174.0,92.0,L
179.0,103.0,XXL
178.0,76.0,M
172.0,66.0,S
186.0,97.0,XL
168.0,61.0,S
175.0,72.0,M
162.0,65.0,S
162.0,68.0,S
179.0,69.0,M
158.0,73.0,M
173.0,73.0,M
180.0,86.0,L
179.0,78.0,M
162.0,78.0,M
170.0,105.0,XXL
167.0,86.0,L
175.0,83.0,L
179.0,95.0,L
184.0,75.0,L
174.0,84.0,L
166.0,77.0,M
168.0,72.0,M
184.0,80.0,L
189.0,97.0,XXL
192.0,100.0,XXL
171.0,105.0,XXL
179.0,95.0,L
169.0,95.0,L
177.0,120.0,XXL
180.0,87.0,L
172.0,94.0,L
167.0,83.0,L
171.0,86.0,L
181.0,100.0,XL
173.0,79.0,M
177.0,81.0,L
191.0,131.0,XXXL
172.0,93.0,L
166.0,76.0,M
169.0,62.0,S
177.0,88.0,L
176.0,71.0,M
171.0,88.0,L
180.0,81.0,L
170.0,78.0,M
180.0,84.0,L
171.0,54.0,S
187.0,109.0,XXL
177.0,66.0,S
180.0,107.0,XXL
182.0,114.0,XXL
157.0,54.0,XS
167.0,85.0,L
185.0,97.0,XL
177.0,87.0,L
182.0,69.0,L
184.0,94.0,L
173.0,62.0,S
173.0,94.0,L
169.0,73.0,M
178.0,80.0,M
175.0,104.0,XXL
173.0,106.0,XXL
170.0,82.0,L
175.0,71.0,M
176.0,90.0,L
180.0,87.0,L
174.0,112.0,XXL
182.0,106.0,XXL
180.0,67.0,M
177.0,89.0,L
179.0,78.0,M
173.0,71.0,M
174.0,77.0,M
167.0,74.0,M
164.0,69.0,M
186.0,80.0,XL
177.0,77.0,M
192.0,92.0,XXL
177.0,88.0,L
181.0,75.0,L
171.0,93.0,L
174.0,92.0,L
174.0,88.0,L
178.0,66.0,M
176.0,91.0,L
170.0,80.0,M
172.0,62.0,S
176.0,79.0,M
163.0,63.0,S
171.0,60.0,S
183.0,121.0,XXXL
170.0,85.0,L
177.0,74.0,M
184.0,111.0,XXL
180.0,91.0,L
180.0,107.0,XXL
168.0,71.0,M
183.0,90.0,L
172.0,82.0,L
180.0,86.0,L
186.0,86.0,XL
172.0,77.0,M
181.0,80.0,L
166.0,72.0,M
170.0,66.0,S
168.0,68.0,S
185.0,107.0,XXL
162.0,74.0,M
185.0,79.0,XL
175.0,105.0,XXL
175.0,66.0,S
173.0,90.0,L
173.0,58.0,S
163.0,68.0,S
177.0,109.0,XXL
160.0,57.0,S
165.0,92.0,L
189.0,81.0,XXL
183.0,91.0,L
171.0,85.0,L
169.0,92.0,L
191.0,144.0,XXXL
181.0,73.0,L
179.0,106.0,XXL
178.0,104.0,XXL
172.0,66.0,S
168.0,62.0,S
186.0,102.0,XXL
176.0,69.0,M
195.0,93.0,XXL
175.0,79.0,M
176.0,89.0,L
185.0,72.0,XL
166.0,69.0,M
185.0,114.0,XXL
178.0,99.0,XL
171.0,88.0,L
175.0,89.0,L
165.0,84.0,L
168.0,80.0,M
168.0,76.0,M
167.0,91.0,L
181.0,67.0,L
178.0,85.0,L
167.0,68.0,S
176.0,88.0,L
173.0,70.0,M
170.0,74.0,M
181.0,98.0,XL
182.0,90.0,L
181.0,85.0,L
177.0,85.0,L
174.0,68.0,S
178.0,106.0,XXL
171.0,104.0,XXL
176.0,96.0,XL
173.0,90.0,L
181.0,93.0,L
183.0,92.0,L
166.0,87.0,L
178.0,76.0,M
175.0,89.0,L
177.0,96.0,XL
174.0,94.0,L
184.0,66.0,L
178.0,75.0,M
173.0,93.0,L
189.0,95.0,XXL
165.0,82.0,L
176.0,105.0,XXL
183.0,74.0,L
171.0,84.0,L
165.0,84.0,L
183.0,92.0,L
181.0,92.0,L
172.0,75.0,M
164.0,73.0,M
172.0,81.0,L
176.0,87.0,L
178.0,77.0,M
171.0,86.0,L
183.0,85.0,L
175.0,96.0,XL
175.0,81.0,L
168.0,85.0,L
180.0,87.0,L
176.0,88.0,L
174.0,71.0,M
176.0,83.0,L
170.0,74.0,M
184.0,83.0,L
185.0,115.0,XXL
175.0,79.0,M
185.0,86.0,XL
176.0,75.0,M
175.0,82.0,L
176.0,83.0,L
180.0,93.0,L
176.0,87.0,L
175.0,81.0,L
183.0,106.0,XXL
172.0,73.0,M
171.0,81.0,L
171.0,90.0,L
181.0,87.0,L
